10 1
20 1
30 2
40 4
50 5
60 6
70 8
80 9
90 11
100 13
110 15
120 17
130 19
140 20
150 22
160 24
170 27
180 29
190 30
200 32
210 34
220 36
230 44
240 42
250 43
260 45
270 49
280 50
290 53
300 54
