10 3
20 5
30 7
40 9
50 12
60 14
70 18
80 21
90 23
100 26
110 29
120 32
130 34
140 38
150 41
160 43
170 48
180 50
190 51
200 57
210 59
220 62
230 66
240 80
250 72
260 73
270 80
280 84
290 88
300 91
