10 1
20 2
30 2
40 4
50 6
60 8
70 12
80 14
90 19
100 22
110 29
120 33
130 38
140 42
150 47
160 52
170 60
180 65
190 72
200 81
210 86
220 95
230 103
240 112
250 120
260 133
270 143
280 148
290 154
300 165
