10 2
20 4
30 7
40 9
50 11
60 14
70 17
80 19
90 22
100 25
110 28
120 30
130 34
140 36
150 40
160 43
170 46
180 50
190 53
200 56
210 59
220 64
230 82
240 75
250 78
260 80
270 83
280 85
290 87
300 90
