10 3
20 3
30 6
40 7
50 10
60 12
70 16
80 18
90 20
100 23
110 27
120 27
130 30
140 33
150 36
160 37
170 40
180 43
190 49
200 50
210 53
220 57
230 146
240 67
250 68
260 71
270 71
280 73
290 74
300 96
