10 1
20 1
30 3
40 4
50 5
60 6
70 9
80 10
90 11
100 14
110 17
120 16
130 17
140 20
150 22
160 23
170 25
180 27
190 33
200 33
210 34
220 36
230 43
240 44
250 45
260 50
270 45
280 49
290 48
300 56
